CITY NAME,ZIP,ADDRESSE ,OWNER,CARE OF,MAIL ADDRESSE,MAIL CITY,MAIL STATE,MAIL ZIP
DELTONA,32738,191 CITATION AVE,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3176 VERBENA CT,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2316 ACADEMY AVE,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2624 HILLVIEW CIR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3257 PARMA DR,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1727 MITTEN TER,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1127 PRESCOTT BLVD,IH4 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3136 BOXELDER ST,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3111 HALLOW DR,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1062 DUNKIRK TER,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2270 HOLSTON ST,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3254 WILD PEPPER CT,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1332 FALLWOOD DR,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1150 WORTHINGTON DR,SWAY 2014 1 BORROWER LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1095 SAXON BLVD,STAR 2022-SFR3 BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,875 W GAUCHO CIR,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3797 SUNDAY DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2643 FAIR OAKS DR,IH4 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1031 ABELINE DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1348 WILDBERRY LN,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2669 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1105 FORT SMITH BLVD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,907 ANDERSON DR,SFR JV-1 2021-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,640 ELDRON AVE,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,869 W 11TH ST,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,525 PEMBERTON AVE,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2609 VAUGHN AVE,2018-4 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3238 CRESTWOOD FOREST DR,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,931 CASPIAN CT,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2631 PROVIDENCE BLVD,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2262 MATTHEW CIR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1688 URBANA AVE,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,461 TAYLORVILLE ST,SFR JV-2 2022-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1816 N NORMANDY BLVD,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2018 E BARLINGTON DR,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1171 PEARL TREE RD,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2920 BEDFORD ST,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1360 BAKERSFIELD AVE,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3248 AMBER ST,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2725 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2700 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2664 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2805 ARRENDONDA DR,MONTGOMERY STREET HOMES II LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,773 RED COACH AVE,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3133 BLAINE CIR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1556 DEERFIELD AVE,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2704 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2910 WINDSOR HEIGHTS ST,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2632 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2628 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2713 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,521 TACOMA AVE,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2300 DOVER ST,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3140 TIBURON LN,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3049 ETTA CIR,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,640 SULLIVAN ST,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2246 MATTHEW CIR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,994 SHENANDOAH AVE,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1627 PENDLETON ST,SFR JV-1 2019-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,300 KETTERING RD,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1045 FOUNTAINHEAD DR,SFR JV-2 2022-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1301 WILDBERRY LN,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1700 TEMPLEWOOD AVE,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1022 LANDING LN,SFR JV-HD TL BORROWER A LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2466 BARBAROSSA AVE,STAR 2022-SFR3 BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2026 W PARKTON DR,SWAY 2014 1 BORROWER LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2476 RUSK CT,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1469 CORONET DR,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,678 KILLIAN CIR,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,773 VERCELLI ST,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1439 MONTECITO AVE,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1555 APRIL AVE,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1105 GERONA AVE,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1230 ADDISON ST,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,753 MENTMORE CIR,BERM FW RESIDENTIAL HOME BUYER,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3196 SKY ST,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1679 PENDLETON ST,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1107 SWANSON DR,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1240 TIVOLI DR,HPA IIIACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3081 WAINWRIGHT ST,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,534 GERALDINE DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3234 N TULSA DR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2165 CLEARWATER DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,521 MOBLEY DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1002 SULLIVAN ST,IH4 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,80 HARTWOOD ST,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3021 SKY ST,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2496 CANDLEWICK ST,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1062 IRELAND DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2719 N JULIET DR,IH4 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1045 ALABASTER WAY,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2380 GRAHAM AVE,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3199 CLEWISTON ST,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1425 SUMMIT HILL DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3348 DEWBERRY DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3250 PARTRIDGE ST,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2990 GALAXY ST,SFR JV-2 2022-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3130 OVERDALE ST,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,782 SUPERIOR ST,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3227 GLENMEADOW TER,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2820 FOREST EDGE DR,SFR JV-2 DDTL BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2653 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2685 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1139 FEATHER DR,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1196 GALGANO AVE,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1681 S ACADIAN DR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,236 HAVERSHAM RD,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,256 HERONWOOD CIR,IH5 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1355 WALTON AVE,SFR JV-2 2022-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2757 S SLATER DR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2360 ST AUGUSTINE ST,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3009 WINDSOR HEIGHTS ST,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2531 NEWMARK DR,SFR JV-HD TL BORROWER B LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2773 SIXMA RD,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,312 GARLAND ST,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1225 HOWLAND BLVD,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,904 TULIP ST,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,221 HERONWOOD CIR,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3501 FERNANDA DR,PATHWAY HOMES BUYER LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,772 MENTMORE CIR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1990 S OLD MILL DR,SFR JV 1 2021 1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,205 KETTERING RD,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1633 HILL PARK DR,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2501 BAFFIN ST,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2031 E BARLINGTON DR,BRODERICK STREET HOMES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2722 TIMBERLAKE AVE,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2721 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2741 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2621 DELAWARE RD,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1755 MCFARLANE AVE,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2692 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2688 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2676 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2672 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3338 SORREL CT,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3271 UTAH DR,SFR JV-1 2019-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2788 JULIET DR,SECOND AVENUE SFR HOLDINGS III LLC,"RYAN, LLC",PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1107 LYRIC DR,SFR JV-2 DDTL BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2501 DUMAS DR,TRICON SFR 2024-4 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3110 COURTLAND BLVD,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,266 HIGHLAND DR,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1341 FERENDINA DR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1657 BAVON DR,SFR JV-1 2021-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2956 KEESLER ST,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2471 LAVAL DR,IH4 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,963 TRUMBULL ST,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3055 TIOGA TER,SFR JV-1 2019-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2530 BEAL ST,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1760 VAN ALLEN CIR,IH4 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1201 PRESCOTT BLVD,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1100 MADURA DR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,581 TWIN LAKE AVE,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1360 CATALINA BLVD,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1165 WILMINGTON DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3491 HEATH DR,SFR JV-2 2022-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1297 VOYAGER ST,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2636 CORRIGAN DR,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3223 SCENIC WOODS DR,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1211 ALGOMA ST,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1859 TRUMBULL ST,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2411 ACADEMY AVE,SFR JV-1 2019-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1961 HOWLAND BLVD,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,589 NOREMAC AVE,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3270 PHONETIA DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3214 GLENMEADOW TER,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1082 SWANSON DR,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,981 HANFORD DR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3103 VERBENA DR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3461 ERIC TER,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1012 FEATHER DR,IH4 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2650 COACHMAN DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2974 WILD PEPPER AVE,SFR JV-2 2022-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2560 MILLWOOD AVE,IH4 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2361 PAVILION TER,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1111 HASTINGS DR,SFR XII NM ORLANDO OWNER 1 LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,885 RAYSTON ST,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3099 BLAINE CIR,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1319 CLAYTON DR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1521 APRIL AVE,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1576 AMBOY DR,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1155 TREADWAY DR,IH4 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2310 ST AUGUSTINE ST,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1760 COROLLA CT,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2628 CORRIGAN DR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3308 SKY ST,TRICON SFR 2024-4 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2862 DUNCAN ST,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2125 EL CAMPO AVE,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2661 KEENE LN,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,724 MALTBY DR,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1985 MONTFORT LN,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1469 LANDOVER AVE,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2762 BECKWITH ST,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1255 CLARION CIR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1942 KIRKWOOD ST,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1005 BELVEDERE DR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2604 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
